597839,27.424242424242422
549469,27.272727272727273
415325,26.818181818181813
161059,22.575757575757578
165830,22.045454545454547
248189,21.439393939393938
305296,20.90909090909091
215395,20.303030303030305
44927,20.075757575757578
43132,19.848484848484848
470662,19.545454545454547
162003,19.242424242424242
173121,19.015151515151516
184418,18.48484848484848
106693,18.409090909090907
54300,17.424242424242426
54290,16.060606060606055
98515,15.68181818181818
42673,15.606060606060595
240785,14.924242424242422
164355,14.772727272727272
5143,14.621212121212121
245282,14.090909090909093
308464,14.09090909090909
