graph_id,is_correct,feature_68,feature_90,feature_46,feature_7012,feature_34,feature_37140,feature_326,feature_7006,feature_119,feature_361,feature_158,feature_5174,feature_11944,feature_16446,feature_5159,feature_210,feature_132,feature_1,feature_6229
3829_0_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3829_1_0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3829_1_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3829_1_2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3829_1_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190_0_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190_0_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190_0_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190_0_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190_1_0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190_1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190_1_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3190_1_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3191_0_0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
3191_0_1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
3191_0_2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
3191_0_3,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
3832_0_0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832_0_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832_0_2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832_0_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832_1_0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832_1_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832_1_2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3832_1_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918_0_0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1
1918_0_1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1
1918_0_2,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1
1918_0_3,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1
3838_0_0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838_0_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838_0_2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838_0_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838_1_0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838_1_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838_1_2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3838_1_3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
